armed,gender,race,signs_of_mental_illness,threat_level,flee,age_range
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
oar,M,White,False,attack,Other,41-60
unknown,M,White,False,undetermined,Other,31-40
gun,M,Black,False,attack,Not fleeing,31-40
unknown,M,White,False,other,Not fleeing,31-40
knife,M,Black,False,other,Not fleeing,31-40
unknown,M,Other,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
machete and gun,M,White,True,other,Not fleeing,31-40
gun,M,Black,False,attack,Foot,31-40
knife,M,White,False,other,Not fleeing,31-40
unknown,M,White,False,other,Not fleeing,31-40
knife,M,Hispanic,False,attack,Not fleeing,31-40
toy weapon,F,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
knife,M,White,True,other,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Not fleeing,60-100
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,0-20
gun,M,Black,True,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
knife,M,White,False,undetermined,Not fleeing,41-60
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Native,False,other,Not fleeing,41-60
unknown,M,Black,False,undetermined,Foot,21-30
gun,M,White,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,60-100
unknown,M,White,False,undetermined,Not fleeing,41-60
knife,M,Hispanic,False,other,Not fleeing,41-60
gun,M,White,False,attack,Other,21-30
unknown,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,0-20
unknown,M,White,True,undetermined,Not fleeing,31-40
gun,M,Black,False,undetermined,Not fleeing,0-20
knife,F,White,False,other,Not fleeing,41-60
scissors,M,Asian,True,attack,Not fleeing,41-60
knife,M,Black,False,other,Not fleeing,21-30
gun,M,White,True,attack,Car,31-40
gun,M,White,True,attack,Not fleeing,60-100
gun,F,White,False,attack,Not fleeing,60-100
knife,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,31-40
unknown,M,White,False,undetermined,Not fleeing,21-30
gun,M,Black,False,other,Car,21-30
knife,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,31-40
unarmed,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,41-60
knife,M,Black,True,other,Not fleeing,0-20
gun,M,White,False,attack,Car,31-40
gun,M,Hispanic,False,attack,Foot,21-30
unknown,M,Black,False,attack,Car,21-30
gun,M,Black,True,attack,Foot,41-60
gun,M,White,True,attack,Not fleeing,41-60
knife,M,Black,True,other,Not fleeing,60-100
gun,M,White,False,attack,Foot,0-20
gun,M,Black,False,attack,Foot,41-60
gun,M,White,False,attack,Not fleeing,60-100
unknown,M,White,False,attack,Car,41-60
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,41-60
knife,M,White,True,other,Not fleeing,21-30
gun,M,Black,False,attack,Other,31-40
knife,M,White,False,other,Car,21-30
gun,M,White,False,attack,Other,41-60
unarmed,M,White,True,attack,Not fleeing,41-60
unknown,M,Hispanic,True,other,Not fleeing,31-40
gun,M,Hispanic,True,attack,Not fleeing,41-60
toy weapon,M,Hispanic,False,other,Not fleeing,31-40
knife,M,White,True,other,Not fleeing,41-60
unarmed,M,Black,False,other,Foot,31-40
gun,M,Black,False,attack,Car,21-30
knife,M,White,False,other,Not fleeing,31-40
unarmed,M,Black,False,attack,Not fleeing,21-30
air conditioner,M,White,False,undetermined,Not fleeing,41-60
gun,M,Other,False,attack,Other,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,True,other,Not fleeing,41-60
gun,M,Native,False,attack,Not fleeing,21-30
knife,M,White,True,attack,Not fleeing,21-30
unknown,M,Other,False,other,Car,21-30
gun,M,White,False,attack,Foot,41-60
screwdriver,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,31-40
knife,F,Asian,True,other,Not fleeing,31-40
knife,M,White,False,other,Foot,31-40
gun,M,White,False,attack,Other,31-40
pole and knife,M,White,False,other,Not fleeing,41-60
gun and knife,M,Asian,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Car,21-30
gun,M,Hispanic,False,attack,Not fleeing,31-40
metal pipe,M,White,False,attack,Not fleeing,41-60
unarmed,F,White,False,other,Car,21-30
hatchet,M,White,False,other,Car,41-60
gun,M,Black,False,attack,Car,0-20
gun,M,Native,False,attack,Not fleeing,21-30
knife,M,Hispanic,False,other,Not fleeing,0-20
gun,M,White,True,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Foot,41-60
knife,M,White,True,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
knife,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Not fleeing,31-40
knife,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Foot,41-60
unarmed,M,White,True,attack,Not fleeing,21-30
gun,M,White,True,other,Not fleeing,60-100
knife,M,Black,True,other,Not fleeing,21-30
gun,M,Hispanic,False,other,Not fleeing,31-40
unarmed,M,White,False,other,Car,21-30
gun,M,Black,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Other,21-30
knife,M,Hispanic,True,attack,Foot,21-30
unarmed,M,White,True,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,0-20
unknown,M,White,True,attack,Car,31-40
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Car,21-30
gun,M,White,True,attack,Not fleeing,41-60
gun,M,Black,False,other,Car,21-30
metal pipe,M,White,False,other,Not fleeing,31-40
gun,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Car,21-30
gun,M,Black,False,attack,Not fleeing,0-20
toy weapon,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Foot,0-20
gun,M,Black,False,other,Not fleeing,41-60
knife,M,White,True,other,Not fleeing,31-40
gun and knife,M,Hispanic,True,attack,Not fleeing,41-60
beer bottle,M,White,False,other,Not fleeing,41-60
knife,M,Black,True,attack,Not fleeing,31-40
unknown,M,Black,False,attack,Car,21-30
unknown,M,Black,False,attack,Car,31-40
toy weapon,M,White,False,other,Not fleeing,21-30
gun,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,undetermined,Not fleeing,0-20
gun,M,Hispanic,False,attack,Car,21-30
gun,M,Asian,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,31-40
unknown,M,Hispanic,False,other,Car,21-30
gun,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,60-100
gun,M,White,True,attack,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Not fleeing,21-30
unarmed,M,Black,True,attack,Not fleeing,41-60
gun,M,Black,True,attack,Not fleeing,41-60
unknown,M,Hispanic,False,other,Not fleeing,31-40
toy weapon,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,True,attack,Not fleeing,41-60
knife,M,Hispanic,True,attack,Foot,41-60
gun,M,White,True,attack,Car,31-40
gun,M,Black,False,other,Other,0-20
gun,M,White,False,attack,Not fleeing,31-40
unknown,M,White,False,other,Other,41-60
piece of wood,M,White,False,other,Not fleeing,0-20
gun,M,White,False,other,Not fleeing,21-30
knife,M,Native,False,other,Other,31-40
unarmed,M,Black,False,other,Foot,21-30
toy weapon,M,Black,False,undetermined,Foot,0-20
unarmed,M,White,False,other,Not fleeing,21-30
knife,M,Hispanic,True,other,Not fleeing,31-40
knife,M,White,False,other,Foot,21-30
gun,M,Black,False,other,Foot,31-40
unknown,M,White,False,other,Other,21-30
unarmed,F,White,False,other,Other,0-20
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,21-30
gun,M,Black,False,undetermined,Foot,21-30
knife,F,White,True,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,31-40
unknown,M,Asian,False,other,Car,31-40
gun,M,Black,False,attack,Not fleeing,21-30
metal stick,M,White,True,attack,Not fleeing,31-40
gun,M,Black,False,other,Other,31-40
knife,M,Hispanic,True,other,Foot,21-30
unknown,M,White,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,41-60
unarmed,M,Black,False,attack,Other,0-20
knife,M,White,True,other,Not fleeing,41-60
unknown,M,White,False,other,Other,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Foot,21-30
knife,M,White,False,other,Not fleeing,31-40
unknown,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,0-20
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,21-30
gun,M,White,False,other,Not fleeing,21-30
unarmed,M,White,True,attack,Not fleeing,31-40
knife,M,White,True,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
toy weapon,M,Black,True,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,21-30
toy weapon,M,Hispanic,False,attack,Foot,0-20
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
unarmed,M,White,False,attack,Not fleeing,21-30
knife,M,White,True,attack,Not fleeing,21-30
gun,M,White,True,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,other,Other,31-40
knife,M,Black,False,attack,Not fleeing,41-60
knife,M,White,True,other,Not fleeing,21-30
knife,F,Black,True,other,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,other,Foot,21-30
gun,M,Black,False,attack,Foot,41-60
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,True,attack,Not fleeing,31-40
gun,F,White,False,attack,Car,31-40
toy weapon,M,Black,True,attack,Foot,21-30
gun,M,White,False,attack,Car,31-40
knife,M,White,False,other,Not fleeing,41-60
unknown,F,White,False,other,Car,41-60
gun,M,White,True,other,Not fleeing,31-40
gun,M,White,False,other,Car,60-100
gun,M,White,True,attack,Foot,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Foot,21-30
gun,M,Hispanic,True,other,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,31-40
baseball bat,M,Hispanic,False,other,Not fleeing,31-40
toy weapon,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,Hispanic,True,other,Not fleeing,31-40
gun,M,White,True,other,Not fleeing,31-40
toy weapon,M,Native,False,attack,Not fleeing,21-30
unknown,M,White,False,attack,Car,31-40
gun,M,White,True,attack,Not fleeing,41-60
metal object,M,White,False,other,Foot,21-30
pipe,M,Hispanic,False,other,Not fleeing,60-100
unarmed,M,White,False,other,Car,31-40
sharp object,M,Black,True,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,True,other,Not fleeing,21-30
baseball bat and bottle,M,White,True,other,Not fleeing,21-30
knife,M,Hispanic,True,other,Other,21-30
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,31-40
knife,M,Hispanic,False,attack,Foot,21-30
knife,M,Hispanic,True,other,Not fleeing,31-40
unknown,M,Black,False,other,Other,21-30
knife,M,White,True,other,Not fleeing,21-30
unknown,M,Black,False,other,Other,21-30
unarmed,M,White,True,attack,Other,41-60
unknown,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,0-20
gun,M,White,False,attack,Other,41-60
unarmed,F,Hispanic,False,other,Other,0-20
gun,M,Black,False,other,Not fleeing,21-30
unknown,M,White,False,other,Car,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
unknown,M,Black,True,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,21-30
toy weapon,F,White,True,attack,Not fleeing,41-60
knife,M,Black,True,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,other,Car,31-40
gun,M,White,False,attack,Other,41-60
unarmed,F,Black,False,other,Not fleeing,21-30
gun,M,White,False,attack,Foot,0-20
gun,M,Hispanic,True,other,Car,41-60
knife,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Asian,False,attack,Other,41-60
machete,M,Black,True,other,Not fleeing,41-60
knife,M,Black,False,attack,Car,41-60
knife,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,Black,True,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,0-20
gun,M,Hispanic,False,other,Foot,21-30
gun,M,Hispanic,False,other,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Foot,41-60
gun,M,White,False,attack,Other,31-40
unarmed,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Car,41-60
knife,M,White,False,other,Not fleeing,21-30
gun,M,White,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,other,Not fleeing,21-30
gun,M,White,False,attack,Car,41-60
gun,M,White,False,attack,Car,41-60
unknown,M,Black,False,other,Car,21-30
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,other,Car,21-30
unknown,M,White,False,other,Car,41-60
gun,M,Black,False,attack,Foot,31-40
knife,M,Asian,False,other,Other,31-40
gun,M,Hispanic,True,other,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Foot,41-60
unknown,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Car,60-100
gun,M,Hispanic,False,attack,Car,0-20
unknown,M,White,False,other,Other,21-30
toy weapon,M,Black,True,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Asian,False,attack,Car,31-40
knife,M,White,False,other,Not fleeing,21-30
knife,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,other,Foot,31-40
gun,M,Black,False,other,Not fleeing,21-30
unknown,M,White,False,other,Not fleeing,21-30
gun,M,White,False,attack,Car,21-30
gun,M,White,False,other,Other,41-60
gun,M,White,True,other,Car,31-40
knife,M,Native,False,other,Not fleeing,21-30
gun,M,Black,False,attack,Other,31-40
knife,M,White,False,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Foot,0-20
gun,M,White,False,other,Not fleeing,41-60
unknown,M,White,False,other,Car,31-40
unknown,M,White,False,attack,Car,31-40
gun,M,Black,False,attack,Other,21-30
gun,M,White,True,attack,Not fleeing,60-100
gun,M,Black,False,attack,Other,0-20
gun,M,Hispanic,False,attack,Not fleeing,21-30
unknown,M,Hispanic,False,other,Car,21-30
unarmed,F,White,False,other,Car,0-20
knife,M,Hispanic,False,other,Other,41-60
gun,M,White,True,other,Not fleeing,21-30
hatchet and gun,M,Asian,False,attack,Foot,41-60
unknown,M,Black,True,other,Not fleeing,31-40
knife,M,White,True,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,True,attack,Not fleeing,60-100
gun,M,Black,False,other,Foot,0-20
unarmed,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,0-20
gun,M,Black,False,other,Car,21-30
gun,M,Hispanic,True,attack,Other,41-60
unknown,M,Hispanic,False,other,Car,21-30
knife,M,Black,False,other,Not fleeing,21-30
gun,M,White,True,other,Not fleeing,41-60
unknown,M,White,False,other,Car,31-40
Taser,M,Black,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
unarmed,M,Black,False,undetermined,Not fleeing,0-20
crossbow,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
unknown,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Hispanic,True,other,Not fleeing,21-30
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,0-20
gun,M,White,True,attack,Not fleeing,60-100
knife,M,White,False,attack,Not fleeing,21-30
gun,F,Hispanic,True,other,Not fleeing,41-60
toy weapon,M,White,True,attack,Not fleeing,0-20
unknown,M,Black,False,undetermined,Other,21-30
gun,M,Hispanic,False,attack,Foot,21-30
ax,M,White,True,other,Not fleeing,60-100
gun,M,Black,False,attack,Foot,21-30
rock,M,Black,True,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,21-30
unknown,M,Hispanic,False,undetermined,Car,0-20
gun,M,Black,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
unarmed,M,White,False,other,Foot,31-40
gun,M,White,False,attack,Not fleeing,31-40
toy weapon,M,White,True,attack,Not fleeing,31-40
knife,M,Black,True,other,Foot,21-30
gun,F,Black,False,attack,Not fleeing,41-60
unknown,M,White,False,other,Car,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,31-40
unarmed,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Car,41-60
knife,M,Black,False,other,Not fleeing,41-60
gun,M,White,False,attack,Foot,31-40
gun,M,Black,False,attack,Other,41-60
gun,M,Hispanic,False,attack,Car,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,F,Black,False,other,Not fleeing,21-30
gun,M,Black,False,other,Not fleeing,21-30
gun,M,White,True,attack,Other,41-60
knife,M,Hispanic,True,attack,Foot,31-40
crossbow,M,White,False,attack,Not fleeing,41-60
gun,F,White,False,attack,Not fleeing,41-60
knife,M,Black,False,other,Other,21-30
gun,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,31-40
unknown,M,White,False,attack,Car,21-30
fireworks,M,White,True,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
toy weapon,M,White,True,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,41-60
unarmed,M,Black,False,attack,Not fleeing,21-30
unarmed,M,Hispanic,False,attack,Not fleeing,31-40
knife,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Other,21-30
unarmed,M,White,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,21-30
unarmed,M,Hispanic,False,undetermined,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,31-40
toy weapon,M,White,True,attack,Not fleeing,31-40
unknown,M,White,False,other,Car,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,other,Not fleeing,31-40
unknown,M,Hispanic,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Car,0-20
unknown,M,White,False,attack,Other,21-30
gun,M,White,False,other,Other,0-20
gun,M,Hispanic,True,attack,Not fleeing,21-30
unknown,M,White,False,attack,Car,41-60
gun,M,Black,False,attack,Not fleeing,21-30
unarmed,M,Black,False,attack,Not fleeing,31-40
gun,M,Asian,False,attack,Foot,0-20
gun,M,Black,False,attack,Not fleeing,0-20
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,21-30
gun,M,White,True,attack,Not fleeing,60-100
